"synapsinR_7thA","synapsinGP_5thA","VGluT1_3rdA","VGluT1_8thA","VGluT2_2ndA","psd_8thA","GluR2_2ndA","NMDAR1_6thA","NR2B_9thA","NOS_9thA","Synpod_3rdA","GAD_6thA","VGAT_5thA","PV_1stA","gephyrin_1stA","GABARa1_4thA","GABABR1_3rdA","VGluT3_1stA","CR1_2ndA","TH_5thA","VAChT_4thA","tubulin_8thA","dapi_1stA"
873382,1357886,1227399,1756385,603899,1180850,929178,1611309,1251998,1466923,506336,1035792,951062,615316,836684,924412,1398464,1672298,1350757,3150584,728290,614223,842600
1487103,1750810,2016567,2621513,645866,1621440,1263558,1650942,1375064,1450310,537502,858255,950347,602554,751514,994976,1502864,1663007,1433634,2251792,765484,617470,853853
517069,1140863,1035275,1615040,614580,1080977,875076,1538808,1210599,1507506,444387,739123,856823,735900,936574,962280,1389083,1651496,1410564,2011985,701048,727228,832683
1866288,1950403,1552266,1882115,731005,1229181,1023417,1548978,1268920,1460849,477756,1373089,1140796,652306,997621,870502,1339896,1592948,1321688,2235928,723105,549908,802637
766803,1321816,1079495,1691006,607547,1131725,808877,1537455,1251301,1521102,452318,1099060,1152264,650522,896715,883427,1304419,1694216,1520885,2848480,716039,570702,854751
723933,1240521,1414399,1905127,591449,1259565,930651,1593088,1257705,1387110,558520,889913,953159,1010662,773669,848374,1344892,1652904,1473350,2880894,736896,595147,792190
1465021,1904366,1424140,1901778,1149976,1352565,1014860,1584581,1441848,1648928,529324,808534,919110,716759,847867,869296,1413685,1694391,1788838,1754716,864182,541926,842478
871757,1357731,1454593,1910805,644028,1320334,921203,1703545,1566157,1646594,470771,929784,1010060,701241,941773,925174,1426085,1745061,1658919,1865789,768957,669291,874468
1418527,1664302,2009765,2530495,658475,1374612,1320742,1735712,1412478,1663177,737917,1137747,992115,751134,1043449,911607,1526024,1742436,1759011,2821482,762286,704546,875689
1171177,1603658,2010628,2226307,605106,1202363,850052,1773394,1466509,1401601,466801,1042264,1061363,680287,848939,1011919,1657842,1661784,1336908,2339370,728189,609994,842822
1013042,1383608,1601206,1948613,625855,1611128,1044458,1869575,1520817,1691528,626734,821004,928876,641724,1090593,1042364,1438748,1751086,1568896,2020223,772493,596514,902218
1016255,1364724,1661546,2303466,694544,1362636,1229066,1751714,1295378,1610498,613092,852819,982196,630105,1015560,1005570,1468562,1736464,1507688,2321017,745458,620720,876328
1506432,2120098,2565339,2397896,689156,1601602,1334405,1889462,1490006,1644842,870634,1118499,1073300,1009896,905337,923346,1807103,1820139,1711512,2095422,979843,643205,889090
3042875,2334101,3246055,3657405,683709,1984598,1245810,1989024,1654893,1856401,571848,854401,892108,655529,878250,921841,1580418,1788890,1618974,1555136,895227,655013,900293
1274631,1593330,2946712,2363214,648880,1419562,1084890,1774716,1420604,1631410,498374,854950,920132,690509,889546,917715,1966404,1715783,1594528,2963501,748722,640307,866589
984825,1395450,1380250,2055070,797763,1324920,902260,1700761,1425836,1710446,540221,1163329,960755,673921,915319,933502,1353186,1801326,1499761,1492496,1037357,620658,882481
634518,1197582,1590563,1983860,643480,1061360,773938,1571191,1533264,1847346,562592,743846,849174,648031,740798,879258,1421817,1724212,1530778,1618652,732024,586919,4518354
958273,1382249,1503813,2129216,610176,1334551,922724,1517416,1242824,1504284,530877,733600,886231,636869,713247,860197,1305304,1638940,1549291,2516002,702757,536245,826271
1074535,1387491,1541064,2312570,651716,1362052,910877,1585477,1364388,1683889,482293,814167,927244,645554,960531,955100,1381450,1714443,1486724,3509000,781847,608740,881105
1249833,1758651,1432242,2189160,908185,1221417,839849,1611168,1431670,1698832,452495,835843,1038472,634030,843305,1150771,1348009,1731957,1531902,1896486,815987,619545,887526
978844,1510417,1942249,2411657,623382,1428993,1166475,1506750,1251352,1679381,542162,740449,863163,744497,907084,1030014,1529125,1766724,1526373,3821377,792052,627391,932095
856184,1272792,1216998,1718031,540383,1034715,1000674,1266275,1076016,1741480,374183,591169,827397,463914,678388,731232,1058690,1316017,1245319,1642613,555626,647398,663639
718430,1001455,625553,1116602,566125,875181,621747,957074,860720,1132638,484228,800370,709090,524674,574713,624175,791729,1247094,1261986,4330430,810671,432998,604119
560436,920693,965755,1312549,407473,773955,555780,1162525,849877,951516,299172,506970,516142,465539,631206,540794,827926,1074250,946134,3481001,462274,465472,548711
599407,899248,802521,1317520,419474,808577,691780,1078862,824460,1037072,358114,453152,575813,458920,518028,567627,719696,1071896,947752,1037426,455284,361399,547981
600097,852144,855279,1269178,370567,809403,478694,702996,756888,827974,340484,372271,567093,424498,645892,537054,737272,1013429,1024077,1607914,452661,350185,512382
353923,511497,376372,718863,206692,432029,236598,179037,149833,186759,163872,73932,312968,284870,336701,398898,413941,762406,476694,630570,325484,242237,391027
768937,990382,1000999,1281474,649756,825673,2178861,1232561,1093583,1131693,503480,635285,714830,1037580,637375,934812,1412212,1248412,1173043,1015582,619959,448089,578181
982286,1408913,1763111,2352015,875901,1625338,2931869,1682810,1450858,1604551,771117,717745,987965,1551004,901080,1095741,1915269,2014481,1491344,1464953,828668,553288,912211
1107089,1395989,1416439,1944282,819046,1406574,2773339,1598160,1485236,1658161,577202,851599,1025086,1531318,1109075,1151393,1679076,2049962,1533530,1377624,763148,797657,910686
1178500,1540258,1587907,2296207,924074,1528400,2988125,1769857,1660333,1773572,730869,1204842,1066301,1542800,989882,1027166,1889626,2052224,1666413,1409826,900206,639733,919204
686119,1241351,1158447,1873776,876292,1520037,2680537,1914056,1561231,1544081,558725,701624,1051581,1555659,1038637,1030974,1550241,1936474,1535179,1340464,778040,1028892,906259
1186507,1681292,2116192,2542473,948132,1843727,3352383,1820637,1598935,1750680,540478,981393,1017688,1583766,1032820,1163668,1902627,2040373,1666369,1455764,854386,998150,923791
584712,1350487,1010760,1758351,786727,1285509,2413782,1488475,1369898,1614380,515904,646242,849425,1497009,999331,958467,1429072,1972943,1426198,1282956,724787,1564183,921104
1314654,1622724,1548453,2427845,816170,1604167,2533696,1792705,2144536,1826142,648592,2052452,1038591,1543347,885102,1033348,1485695,2006472,1554991,1310602,832422,1333647,932737
1181342,1683161,1762439,2859340,862926,1736480,2785898,1702488,1523303,1788545,1280213,1249936,1079915,1724697,891563,1025458,1649344,2068932,2039798,1392985,1644807,812217,937808
1120919,1505056,1791143,2518109,850990,1808772,2791398,1803393,1686236,1730832,634746,740676,1027928,1523281,976662,1004333,1608603,2051516,1668640,1343805,792455,805855,918008
905504,1481724,1376600,2254401,858381,1635498,2864503,1795146,1643062,1814691,619396,861571,1029125,1617098,932498,1154848,1723292,2058686,1550564,1403520,950036,1048400,936311
803611,1491908,1340630,2195593,824799,1409064,2849679,1761248,1567610,1805042,1337872,1212843,1100329,1374908,925882,983884,1567202,2132919,1841791,1405198,1404206,792821,911746
709801,1317786,1144375,1853522,812205,1358932,2556614,1644372,1316786,1597154,543538,941733,965270,1438559,1133124,1117651,1522956,2035969,1619363,1370548,826574,869925,921482
969170,1338771,1508339,2140904,805038,1469963,2453791,1701952,1730431,1714107,586141,721405,880371,1483099,911197,1197324,1648327,1996451,1586010,1275272,769576,1341232,901135
820554,1376081,1254313,2082935,832286,1469493,2619353,1732636,1435557,1734360,733426,1419337,1170231,1661565,971192,1049131,1571301,2038899,1606218,1363840,924374,1126802,926475
781289,1396644,1365594,2198572,836962,1287622,2659301,1565999,1414799,1706714,473874,815041,983760,1547463,965149,991071,1542649,2230766,1466370,1338623,1073205,1068838,914951
1245990,1591409,1812376,2736435,902042,1626901,2847932,1655741,1447046,1674456,667734,719728,1029567,1534655,968232,1016541,1555021,2023706,1647829,1491716,796720,849033,939419
1039847,1577174,1618066,2468616,815242,1490058,2642869,1831817,1596848,1750535,565837,767297,974203,1564559,962851,1020642,1627445,2010397,1537760,1422888,730589,1231141,934526
783922,1533985,1084141,1727739,822871,1388229,2776630,1685271,1373972,1564723,517810,647106,925673,1448327,828302,985662,1482607,1973354,1515573,1349541,762008,686784,920107
1544654,1809722,1706469,2519417,833779,1621345,2750093,1763764,1433870,1754236,685926,822499,977231,1488072,955488,1128494,1987114,2145162,1808479,1418418,810228,641489,918941
1144164,1704959,1322779,1889839,767435,1335092,2386080,1718408,1284594,1523027,675288,820823,1036113,1367783,1036933,944531,1557492,2053760,1614506,1601049,1046071,647495,943520
813936,1353187,1053176,1839884,803152,1705150,2578029,1602199,1240907,1646151,813535,907793,940147,1498786,907788,1028362,1583382,1972132,2030938,1356643,820920,3240044,904364
635007,731003,783668,1145864,473630,756234,1565118,1037646,850971,950079,586581,414424,512686,736568,493935,539360,848321,983097,1188604,745891,723344,783560,471995
1483055,1812305,1875067,2546201,844052,1811835,2753162,1822375,1493730,1774116,757278,740955,1029538,1469973,941493,1115727,1721156,2015675,1674325,1493958,772206,1261436,924597
251403,589902,601522,710448,335942,559128,1172109,725736,592516,608130,336560,332619,333445,435160,278861,334197,588576,629795,597970,499122,286111,233965,285125
209495,618963,478627,667774,304136,488783,900875,591120,550631,498448,251527,321613,320853,432249,251993,308311,490342,590293,555447,435259,261442,380441,262950
861756,1311620,1178050,1796592,809928,1257847,2408839,1584277,1373084,1465865,546243,708246,885160,1369883,908349,986313,1416168,1862193,1405725,1271146,807751,847031,872562
695801,1480555,1329371,2229517,797541,1373668,2503825,1872724,1562585,1768341,513494,731017,957277,1490280,970004,1009090,1408834,2025846,1615258,1389685,818461,1028503,943087
1890822,2026357,1720758,2468513,886177,1536340,3385368,1730251,1310145,1603132,836392,860998,1140123,1479828,894749,1001409,1547886,2034809,1760351,1390014,1005063,598614,1006506
1655230,1945786,1591780,2528966,826454,1447458,2809515,1678849,1346503,1693662,506975,1200851,1287805,1710203,904831,1056118,1462851,1992502,1493808,1356675,757057,851662,927601
714063,1271448,1138587,1765161,782281,1376887,2397672,1672145,1228769,1553531,932501,772146,886271,1463050,963982,974453,1424237,1948001,1745623,1381765,836069,832749,915038
864594,1477000,1161797,1868445,775154,1332605,2422907,1528853,1308420,1465765,616534,1185886,1119682,1399802,956613,1011186,1375422,2003865,1442878,1315297,774356,795802,919998
276576,495182,531601,707168,343315,468460,1152488,616783,537841,539382,282317,306220,319501,430688,274142,352798,519584,571618,568118,460859,263980,229977,265151
556624,1225690,974156,1467810,779014,1249637,2431054,1579604,1200536,1426442,434093,701862,868754,1340494,866932,1018689,1395366,1855629,1404376,1203947,689105,631807,851561
1805453,1793376,2426998,3235171,824649,1555800,2560330,1657076,1342734,1506548,755784,755454,900644,1385122,958681,1076772,1532575,1862302,1503359,1328301,964421,525058,883904
462197,704572,700112,747856,378392,583983,1254996,753034,619693,705592,264554,581151,505255,514133,355159,417773,786675,731679,767444,539299,313761,220575,375876
766863,1409174,1247377,1967679,803906,1303994,2698680,1782479,1601064,1457012,703767,850964,1111621,1346318,909524,1324903,1613087,1833195,1543219,1285362,1187934,700799,870430
1671286,2036970,1630850,2164434,743195,1436597,2110108,1785102,1307825,1656802,1063468,858823,1004647,1245499,862408,1168553,1699954,1845658,1722131,1447330,1324389,869851,889431
866484,1361946,1406167,2027858,797961,1273318,2689787,1637620,1342594,1384725,672837,775154,983788,1304749,827183,1232357,1654942,1831753,1414013,1278779,931267,940769,861001
594137,1179877,953538,1519784,741466,1074324,2150246,1514652,1169377,1449565,468180,930713,1006015,1258084,819248,970103,1353525,1824510,1373431,1302716,716919,564000,881764
934710,1466856,1257039,1989028,760555,1532223,2563579,1874754,1469069,1605830,749582,1164206,1086588,1354476,838083,1110616,1562998,1828376,1504237,1411433,952751,942120,877983
978609,1334913,1108543,1804368,744847,1307807,2239189,1579420,1286919,1402775,485627,767139,871036,1470290,902108,923262,1446894,1803632,1325208,1259486,958758,687821,875230
832974,1505377,1144595,1881365,742019,1215216,2272470,1595824,1183002,1421786,757193,891523,995391,1380279,876315,1199626,1455439,1836005,1359120,1393979,1438809,673720,886938
928240,1428259,1324815,2040997,714962,1253192,2109999,1619003,1233142,1275066,778489,1262355,1149379,1275517,1071728,994474,1309811,1800702,1639089,1234244,1193047,817067,841159
1561334,1718806,1747209,2470366,851054,1659739,2881833,1925445,1336984,1526698,608835,1124013,1108208,1394319,928596,1067768,1497979,1851983,1445974,1456685,812622,664878,889188
1415563,1721148,1187686,2006443,867151,1446455,2534963,1706191,1248661,1401165,660273,699377,940023,1327759,917685,1036921,1563702,1839728,1410697,1378198,794488,691583,877774
699890,1462673,940236,1587425,785439,1185837,2224214,1565903,1283188,1494486,466133,1139304,1183511,1549205,1002577,1197621,1472816,1832958,1434868,1279104,764128,856333,890203
1047295,1610546,1153232,1856358,757202,1212546,2104457,1775342,1199254,1420721,525660,1203601,1310884,1477403,962150,1151694,1400568,1855331,1396920,1341882,898052,723472,876947
813956,1332159,987506,1808094,754433,1198094,2179789,1968062,1352636,1414743,654882,779983,961425,1280621,855368,999140,1429084,1820515,1467133,1346448,758938,877888,881573
684981,1394987,1170230,1791516,748620,1241522,2278661,1851183,1446759,1498746,550012,808678,1103089,1375453,911095,934671,1455124,1852787,1436036,1306636,829408,975227,893906
793693,1642487,1039328,1581825,799726,1240151,2355978,1622861,1240294,1543967,820127,1277065,1777830,1416733,1308094,1692069,1461168,1866624,2388618,1389128,846196,631278,899204
946865,1414856,1176934,2126871,773600,1507886,2257991,1787996,1310872,1944621,659733,935982,1029089,1499228,881276,1047663,1435503,1867233,1568376,1375680,991802,1562558,899709
1658357,1677132,1834806,2518545,779166,1519205,2453623,1622695,1226645,1477925,495304,1103919,995848,1422399,833767,949116,1444005,1809036,1443222,1425727,780209,773944,878357
1194069,1484902,1938380,2426494,772932,1448836,2310701,1809024,1212988,1523885,659450,855633,940704,1307014,942693,1056294,1606000,1826174,1382316,1437229,796979,651949,888790
700821,1307105,1203139,1835996,841156,1379360,2236238,1916180,1407351,1540500,536923,1055094,1151961,1576210,833129,1100753,1517021,1886013,1533884,1396855,753294,754301,899091
1245973,1595906,1751874,2229591,766521,1387706,2240886,1594145,1348152,1533381,607060,890089,945806,1324780,885337,963478,1463958,1777943,1370589,1318528,786802,578719,863019
2555419,1982400,2201322,3365015,870894,2127104,3035255,1996082,1544666,1625004,491998,1129832,1264971,1694217,843722,1254908,1621827,1886224,1450791,1392036,811237,589667,887426
1115935,1531007,1627447,2246912,939708,1356800,2652138,1709129,1234010,1625515,656940,896693,1039125,1500351,869464,960090,1502832,1843760,1497551,1405680,808085,713931,903992
1473789,1650645,1449562,2188576,757004,1259928,2272081,1754429,1315341,1483234,503551,1189491,1124253,2168788,833254,1004648,1458689,1933617,1484381,1375134,821560,674371,883816
930227,1506027,1235566,1947113,745171,1429084,2347946,1674379,1267889,1489092,449041,1257960,1123034,1285007,983449,963610,1449798,1807932,1463103,1320140,710361,725419,883242
1112811,1570113,1761936,2548521,789882,1391762,2710411,1976879,1217004,1554766,908687,854039,1001539,1354448,861603,1048992,1578527,1856392,1452397,1450805,791283,980851,905027
846171,1506515,1390870,1907442,789533,1223270,2311075,1631109,1294842,1446408,574576,1074618,1315304,1511838,784440,976080,1504438,1809046,1492439,1367445,760187,781727,894959
875057,1662366,1305364,1925004,758301,1248681,2204444,1660675,1187013,1556383,636521,2649621,1890064,1594794,840550,1124091,1422061,1820358,1464823,1422447,839552,691340,899570
1029830,1565258,1126981,1663929,711612,1270886,2118473,1454779,1176219,1421383,531183,913093,1160426,1283811,841227,1025304,1354365,1719734,1314117,1282233,725729,1133284,837299
986331,1676013,1476157,1910111,738092,1375716,2143420,1718655,1302365,1431270,438603,959938,954360,1147518,882964,958613,1390346,1702906,1345582,1366343,703476,812311,836437
723459,1384492,1073863,1748101,773308,1169026,1995972,1598393,1201941,1392022,461929,703524,850250,1274034,846257,953957,1391644,1751623,1299778,1262622,821343,1038905,856906
1115601,1544513,1472105,2065486,795480,1312637,2109236,1620120,1137246,1377333,486356,777876,1077243,1243544,1099750,913144,1426703,1722877,1859149,1238607,700892,857507,854112
890302,1365916,1256216,1696967,691391,1170123,1912529,1466798,1153794,1439030,433684,1059592,1019919,1176935,874589,1019031,1416528,1741457,1422354,1269421,736000,588330,861652
954613,1458420,1222889,1780668,745593,1295336,2107151,1557741,1280733,1502778,631395,1161154,978489,1442430,990630,928811,1372141,1713531,1429934,1269989,780375,956475,861218
794134,1282697,1111539,1829913,776338,1287749,2083017,1488744,1199133,1486217,576579,840945,986735,1208281,868042,1084850,1482194,1797497,1399339,1323336,884394,824290,854133
982922,1301592,440141,1788075,767941,1366672,1951321,993412,489065,521011,244276,450369,808614,981157,696283,1027460,487940,1544225,1219581,1259527,680079,646368,744656
679513,1377688,1051768,1658913,723452,1183282,2173237,1727196,1055373,1449355,557834,1070122,1089876,1350413,1009072,990346,1407869,1767782,1415101,1282404,797179,716167,883761
531002,1354050,952586,1519787,761050,1142474,1997373,1583794,1217726,1576458,574827,2058023,1301926,1625817,871917,1084565,1355553,1824665,1395217,1309059,987214,949723,876876
1311135,1683834,1114863,1834935,751241,1548807,2162061,1625325,1226528,1536120,545374,1205075,1263120,1433039,1025806,1028919,1431390,1808569,1430155,1431040,922707,825981,909407
1437103,1886215,1608574,2216622,775760,1373613,2197898,1736113,1252039,1643498,478181,1927809,1424729,1512818,945968,1083956,1549477,1784435,1400571,1370065,743610,1088602,874135
914505,1613382,1059093,1646193,742827,1225048,2007317,1788970,1320464,1572768,1578169,1861271,1236783,1424719,1183498,1065242,1539061,1856673,1959000,1394418,2203238,813443,900191
832743,1311958,1441751,1759972,764483,1264364,1998306,1480274,1247904,1585115,575422,1102598,1002495,1128248,865502,1110687,1597642,1780068,1423870,1338066,847098,1134432,859593
835006,1752864,812853,1301496,709232,1092764,1867222,1485583,1202925,1541080,449999,3836204,2188425,2015420,997158,1216527,1341961,1760642,1458808,1362362,718665,600885,868021
907583,1475985,1426668,2059183,765053,1331555,2133657,1773446,1387518,1487557,674943,1910339,1369864,1262582,1015846,1097766,1558345,1814043,1415283,1375756,798048,703525,891587
1281571,1752482,1589861,1991584,774960,1496922,2063838,1768435,1388652,1498682,640202,1950830,1314508,1443627,1279034,1061704,1525204,1808455,1595522,1341305,843068,848888,892239
1298967,1481895,1436998,1895860,895903,1486153,2307152,1730113,1285666,1483619,601200,795117,872105,1239458,792853,1085231,1569006,1770038,1401674,1317381,749180,697651,854543
976376,1845233,901540,1734129,704144,1561920,1998083,1751386,899980,1067392,517016,939719,1217407,1084737,822307,1046293,949819,1682152,1253611,1383568,860637,734844,823801
1068737,1402149,1430264,2030024,725215,1329744,1987477,1700520,1168680,1412227,447928,873070,890121,1118478,881050,978210,1386176,1710854,1379405,1254636,709345,659631,841623
853580,1469834,1080220,1717820,746616,1245901,1941916,1565451,1231910,1525831,757851,1853417,1270105,1213250,1010744,1093187,1434807,1837633,1623461,1370397,1050216,917437,908240
961595,1381129,1282309,1806582,752518,1235143,1798913,1613848,1129588,1513327,406006,863569,927540,1249989,844413,913911,1417793,1655001,1316342,1198808,783420,662704,852056
672956,1591256,878915,1498224,677426,1118130,1699384,1545991,1139838,1464263,455847,2946065,1875632,1295801,1097929,1008124,1362554,1738648,1347874,1365577,747654,1234485,862258
592732,1168620,985168,1574132,733011,1197949,1746677,1479673,1257621,1385418,725561,828884,1065157,1385774,867130,975880,1368974,1772043,1365748,1332530,688832,936055,1760411
1069716,1480625,1455226,1904259,734702,1310770,1806409,1664627,1124379,1475390,967758,1432891,1108326,1142852,851480,1160836,1432427,1775686,1690718,1388735,1269211,665032,863453
812797,1330417,1094514,1553507,747960,1057613,1859061,1525728,1092606,1349106,483880,777166,904681,1220051,847476,1064490,1378589,1662154,1379193,1192009,704432,792299,863117
774332,1469896,1173080,1695496,729435,1218545,1769218,1632486,1177293,1538167,467342,1419069,1237885,1540820,962665,1025455,1358020,1749287,1387116,1336188,743749,591532,890719
221488,844150,1271459,400090,716695,277066,1756048,1523283,1226231,1523565,1101606,1716569,637107,1207068,782079,464007,1321181,1390122,1538184,636638,1051397,173731,712770
1022863,1525738,1192394,1630954,948920,1199878,1671961,1487182,1149617,1338121,613848,922287,882285,1369253,831849,948959,1276259,1687234,1480201,1225394,727345,672666,871838
372225,877063,1207796,564929,738418,438785,2044756,1510017,1172031,1336466,524046,866082,615002,1317922,760222,721306,1356653,1553775,1313229,805083,431045,209619,826147
835839,1431280,975266,1564586,900099,1092302,1750803,1599454,1189981,1615905,583775,2307215,1408612,1463566,982929,1021507,1449771,1827456,1495329,1428998,935571,666137,1016040
757113,1400542,1235910,1789479,812055,1229463,1961228,1547448,1138579,1476059,499754,832606,883903,1256197,820852,1144022,1387842,1683905,1396335,1273292,688547,1007563,868141
1792813,1917474,1891711,2840441,835322,1840467,2438494,1994108,1401843,1695825,544634,1243109,1218414,1197811,982394,1073848,1566548,1825928,1455944,1353060,986900,936255,904194
974461,1483269,1196646,1766588,866532,1342860,1899054,1583258,1143868,1502408,994049,1121951,1039057,1238267,984626,1103315,1406996,1752623,2017014,1281784,1267295,1471406,890743
1104630,1417934,1512990,2149136,744721,1500944,1953825,1727848,1326761,1589442,573181,1087716,920267,1548588,992081,1040845,1556138,1817327,1501807,1446771,762129,889206,910430
1143015,1606585,1501305,2125055,844163,1492737,1910543,1811738,1228492,1556299,556622,1777610,1100743,1262991,880871,954373,1485272,1764140,1397991,1397354,773175,690367,924279
982479,1549681,1235483,1913692,809384,1234676,1851384,1642040,1314809,1742778,783137,1010746,989624,1322130,1013529,1000480,1448849,1837456,1421630,1327800,826422,1036103,890244
906466,1741643,1092406,1570842,739026,1221675,1963957,1619553,1164776,1612712,902715,3048671,1878118,1600858,914475,1220374,1418013,1818820,1508579,1491610,945230,840648,986187
855291,1340220,1180977,1877815,791404,1400717,1934878,1683095,1338261,1606031,448435,899295,1006280,1226418,868285,966289,1471952,1776726,1487791,1286226,739787,1106601,893961
1207569,1757328,1390848,2074236,944803,1674515,2014314,2017794,1423706,1674027,481707,1668710,1304923,1374942,1240186,1070893,1471128,1876570,1581312,1473611,840866,894223,935582
889390,1556815,1186070,1760725,747403,1315551,1852204,1696709,1320137,1551655,619250,1556679,1338106,1516678,952006,1058621,1370953,1768690,1440673,1380632,754307,1352008,923765
768661,1403655,1234672,1816355,730824,1336771,1669906,1729450,1383200,1479195,466491,1090986,964090,1161740,870580,977795,1377660,1746481,1387340,1381585,796980,843812,873187
1070881,1642671,1502067,2302028,816218,1315417,1952247,1976000,1351276,1669323,519254,903246,897544,1181617,858854,1088877,1482242,1824506,1518720,1443570,783470,942820,906357
748853,1246976,1008136,1539312,781191,1087549,1627184,1532394,1114879,1598333,584826,897014,939312,1664663,773764,1030018,1336686,1730697,1455912,1277624,706494,578207,1618821
1086732,1553477,1296101,1887886,772336,1222277,2101245,1796640,1240705,1482261,456110,1329208,1200895,1465376,990078,1134083,1437768,1780066,1451069,1411740,1051121,765568,916210
1120669,1542972,1324033,2010106,952453,1502372,1751456,1776080,1285482,1751540,490965,1684965,1119937,1327563,903274,1257480,1419181,1830573,1602940,1439360,844123,844785,905535
1142233,1507490,1288856,1920054,722981,1352741,1795228,1731559,1227474,1439865,685182,1416969,1113488,1106979,819046,1002239,1349917,1714704,1613961,1283996,712012,781089,837081
1034790,1467545,1181589,1723303,675355,1242618,1577222,1573909,1181988,1476042,659274,2046764,1385739,1280900,1004615,1007820,1382801,1682754,1375127,1361363,765715,867034,838536
992902,1308468,1279911,1844153,805115,1266740,1678340,1607734,1176452,1491837,452055,751476,994552,1175087,882133,1011642,1382650,1711951,1359770,1362557,731091,983669,882834
1379087,1708687,1994778,2574666,666816,1501566,1573888,1680655,1329593,1406495,652539,1928636,1467399,1166587,882137,962373,1362099,1614583,1277680,1288222,1038495,763818,806404
972769,1739843,1365607,1894926,745884,1357879,1804099,1698366,1242937,1528188,428781,1684486,1172095,1216517,832999,1145523,1385738,1741159,1358324,1340782,755808,1017062,895606
953636,1436998,1193883,1917154,741719,1240013,2155408,1741387,1249599,1521504,519838,1401464,1010142,1222394,1452120,1329400,1405542,1839567,1437245,1332396,869879,677324,874077
915099,1543940,1311331,1906675,765653,1378689,1869949,1776822,1500845,1513950,511643,836986,936727,1140069,782727,963345,1450658,1732972,1491418,1385173,781866,1040899,887805
691701,1335298,1016593,1599793,657556,1185291,1560372,1551379,1084368,1431591,721643,1005407,987574,1113594,783281,952400,1320512,1697870,1394344,1246070,1045972,877246,894259
1285848,1695549,1381389,1985486,811815,1321242,1667317,1643436,1270306,1551845,680824,1026094,999484,1126885,800221,983285,1483541,1738606,1597352,1397536,1006443,793630,887472
1082431,1725956,1523717,1943789,769218,1380038,1995376,1852550,1222270,1653594,538277,2264858,1760551,1422152,868060,1033295,1452873,1814397,1396371,1438742,809983,739348,897459
1218430,1544174,1413896,1915864,674039,1448027,1497397,1688137,1194347,1490376,493471,988040,976439,1166410,812953,1082339,1396845,1687501,1393128,1272531,742295,883593,832926
1809842,2126214,1448602,2186959,723189,1746107,2119726,1663110,1182665,1653712,604257,2733708,1734801,1187216,1084429,1240164,1416557,1806507,1432771,1345195,771559,941977,900985
1680773,2393123,2060020,2429213,757956,1607743,1951922,1881527,1446061,1621390,1437783,999110,1108393,1857929,873399,1020762,1558160,1835555,1472557,1462379,857540,886152,987261
1020874,1560607,1483520,2158064,697080,1290552,1652132,1634530,1307835,1621009,1152978,1044749,1036147,1060080,914383,966031,1434190,1787105,1778841,1428480,1467249,748449,890777
1048048,1580209,1644960,2162938,702509,1248673,1706516,1666169,1282341,1451450,503435,867757,944114,1197262,810834,1032251,1421501,1729245,1399511,1303163,980986,649522,901478
1238829,1595333,1453396,2054753,691700,1234718,1624327,1650091,1252327,1634139,538973,1314518,1263277,1130090,805527,1060095,1504272,1794237,1467173,1409023,807642,698490,898603
1359146,1570675,1242185,1993496,702925,1421541,1831482,1874639,1308711,1697062,474647,1159690,1220498,1364537,975741,930632,1403731,1770783,1472817,1332789,915286,1125404,917325
1303636,1982270,1935394,2542728,731050,1437044,2073478,1865440,1424346,1701565,514164,1318822,1237536,1212207,1073389,1072556,1655241,1820973,1480165,1479492,1025134,768071,918627
1550074,1846250,2001377,2675104,779868,1466062,2216221,1611079,1259271,1622779,629449,951186,1065774,1339082,884351,1049217,1610910,1767019,1450289,1397821,771634,848178,912689
1564072,1705616,1829054,2495527,685341,1390847,1606667,1730618,1361292,1746913,476723,1469228,1181895,1288809,887326,1061095,1491083,1803315,1476218,1378485,766306,1003663,916287
760276,1379592,1177709,1751646,855650,1317321,1622496,1711991,1187663,1694926,564581,815598,928108,1054582,977078,1006416,1411087,1807007,1554995,1485910,799269,799652,901226
1198276,1388162,1513796,2317806,672690,1266102,1484328,1734553,1272716,1652355,410136,916240,1013269,1254146,891288,944511,1425011,1782217,1464281,1306484,740505,1030661,856801
1049489,1599533,1715932,2377649,713569,1298621,1891993,1633132,1211712,1620680,551765,1263854,1162840,1172249,880405,962727,1517382,1920998,1602685,1400074,804888,926284,925055
1267266,1696232,2090682,2295156,718565,1459496,1532308,1888645,1343903,1772793,454103,1175415,1137959,1122888,926645,1131940,1824291,1798523,1419739,1375173,791661,1104192,899227
763916,1353306,1110796,1810708,696132,1194493,1667293,1713074,1247677,1505837,492070,959284,934257,1232646,799165,1034880,1333186,1764365,1423951,1352399,701278,978986,906439
770043,1489040,1370888,1922999,688193,1337085,1589872,1950139,1349233,1795021,1512413,1505552,1356938,1227884,924715,1152226,1488680,1844880,1872624,1400247,1057162,1151347,928404
662891,1311598,1125769,1893907,709405,1169976,1884756,1553861,1102169,1630326,497749,727592,852158,1208181,841920,893567,1363661,1709397,1393194,1304784,841279,1049255,894158
378416,419479,397407,548411,161490,301362,441292,380228,181773,300984,106493,198201,238883,275964,214143,237217,351548,407889,351834,314317,183643,183020,203499
1014844,1567893,1542927,1395898,686972,923193,1599990,1465139,1158556,1604112,911048,706761,835833,1087361,811636,882612,1400243,1678895,1326178,1145768,738654,867541,881710
